| Interactions | ng | ns | nn | ll | sb | ss | tb | bb | gg | sg |
| tanbeta = 10, m0 = 2080 m12 = 580 | 4.82668e-05  pm 4.5682e-06 | 3.71306e-06 pm 1.57454e-06 | 0.0141296 pm 0.000717951 | 3.84443e-11 pm 2.48911e-11 | 2e-08 pm 2.36518e-08 | 3.25703e-07 pm 1.4875e-07 | 1.0826e-06 pm 9.80841e-07 | 1.3976e-08 pm 2.01905e-08 | 0.00014174 pm 8.3108e-05 | 2.65373e-05 pm 1.55587e-05 | 
| tanbeta = 10, m0 = 2080 m12 = 600 | 3.78826e-05  pm 3.64585e-06 | 3.25473e-06 pm 1.39097e-06 | 0.0115034 pm 0.000585361 | 3.69717e-11 pm 2.41151e-11 | 1.6e-08 pm 1.90224e-08 | 2.68022e-07 pm 1.24431e-07 | 9.013e-07 pm 8.39385e-07 | 1.1405e-08 pm 1.68714e-08 | 9.50957e-05 pm 5.80511e-05 | 1.97777e-05 pm 1.18969e-05 | 
| tanbeta = 10, m0 = 2080 m12 = 620 | 2.97289e-05  pm 2.99799e-06 | 2.85248e-06 pm 1.2339e-06 | 0.00938977 pm 0.000477242 | 3.49613e-11 pm 2.25389e-11 | 1.27e-08 pm 1.51788e-08 | 2.18904e-07 pm 1.02825e-07 | 7.5237e-07 pm 7.17624e-07 | 9.337e-09 pm 1.40064e-08 | 5.3e-05 pm 4.95712e-05 | 1.37e-05 pm 9.92195e-06 | 
| tanbeta = 10, m0 = 2080 m12 = 640 | 2.3326e-05  pm 2.43542e-06 | 2.48898e-06 pm 1.08752e-06 | 0.00768535 pm 0.000391779 | 3.404e-11 pm 2.19442e-11 | 9.97e-09 pm 1.20325e-08 | 1.76973e-07 pm 8.48695e-08 | 6.2476e-07 pm 6.08012e-07 | 7.557e-09 pm 1.15457e-08 | 3.56e-05 pm 3.4791e-05 | 1.01e-05 pm 7.5194e-06 | 
| tanbeta = 10, m0 = 2080 m12 = 660 | 1.83177e-05  pm 1.9848e-06 | 2.16836e-06 pm 9.56964e-07 | 0.00631992 pm 0.000325255 | 3.31222e-11 pm 2.13732e-11 | 7.76e-09 pm 9.41859e-09 | 1.42421e-07 pm 6.93321e-08 | 5.1745e-07 pm 5.15564e-07 | 6.097e-09 pm 9.50749e-09 | 2.39e-05 pm 2.44182e-05 | 7.46e-06 pm 5.65428e-06 | 
| tanbeta = 10, m0 = 2080 m12 = 680 | 1.43708e-05  pm 1.62205e-06 | 1.88538e-06 pm 8.39055e-07 | 0.00520607 pm 0.000268569 | 3.116e-11 pm 1.98083e-11 | 6e-09 pm 7.31645e-09 | 1.13751e-07 pm 5.63725e-08 | 4.2636e-07 pm 4.34843e-07 | 4.894e-09 pm 7.77526e-09 | 1.61e-05 pm 1.71036e-05 | 5.47e-06 pm 4.24299e-06 | 
| tanbeta = 10, m0 = 2080 m12 = 700 | 1.12889e-05  pm 1.32285e-06 | 1.63889e-06 pm 7.34582e-07 | 0.00429527 pm 0.00022221 | 3.028e-11 pm 1.92798e-11 | 4.59e-09 pm 5.64754e-09 | 8.98004e-08 pm 4.51195e-08 | 3.4847e-07 pm 3.63156e-07 | 3.907e-09 pm 6.32264e-09 | 1.08e-05 pm 1.19733e-05 | 4e-06 pm 3.17011e-06 | 
| tanbeta = 10, m0 = 2080 m12 = 720 | 8.85628e-06  pm 1.08213e-06 | 1.42193e-06 pm 6.43254e-07 | 0.00355543 pm 0.000183908 | 2.94412e-11 pm 1.87643e-11 | 3.48e-09 pm 4.30271e-09 | 7.06724e-08 pm 3.62679e-08 | 2.8475e-07 pm 3.03198e-07 | 3.0953e-09 pm 5.11628e-09 | 7.24e-06 pm 8.43026e-06 | 2.91e-06 pm 2.35662e-06 | 
| tanbeta = 10, m0 = 2080 m12 = 740 | 6.95486e-06  pm 9.02893e-07 | 1.23196e-06 pm 5.62017e-07 | 0.00294226 pm 0.00015337 | 2.85024e-11 pm 1.81657e-11 | 2.61e-09 pm 3.24873e-09 | 5.51216e-08 pm 2.88432e-08 | 2.3217e-07 pm 2.52573e-07 | 2.448e-09 pm 4.10822e-09 | 4.86e-06 pm 5.87595e-06 | 2.1e-06 pm 1.73354e-06 | 
| tanbeta = 10, m0 = 2080 m12 = 760 | 5.46135e-06  pm 7.33503e-07 | 1.06409e-06 pm 4.88586e-07 | 0.00245007 pm 0.000128327 | 2.76696e-11 pm 1.76506e-11 | 1.94e-09 pm 2.42511e-09 | 4.25398e-08 pm 2.26567e-08 | 1.897e-07 pm 2.10317e-07 | 1.9142e-09 pm 3.28857e-09 | 3.25e-06 pm 4.08718e-06 | 1.51e-06 pm 1.28072e-06 | 
| tanbeta = 10, m0 = 2080 m12 = 780 | 4.27826e-06  pm 6.09692e-07 | 9.18231e-07 pm 4.24237e-07 | 0.00203495 pm 0.000106744 | 2.68136e-11 pm 1.71173e-11 | 1.43e-09 pm 1.79118e-09 | 3.26638e-08 pm 1.77414e-08 | 1.5332e-07 pm 1.74804e-07 | 1.4934e-09 pm 2.61374e-09 | 2.17e-06 pm 2.84419e-06 | 1.08e-06 pm 9.32092e-07 | 
| tanbeta = 10, m0 = 2080 m12 = 800 | 3.3596e-06  pm 5.00502e-07 | 7.90158e-07 pm 3.69732e-07 | 0.00169622 pm 8.92504e-05 | 2.59532e-11 pm 1.66042e-11 | 1.04e-09 pm 1.30935e-09 | 2.47991e-08 pm 1.37514e-08 | 1.2402e-07 pm 1.44599e-07 | 1.155e-09 pm 2.06601e-09 | 1.45e-06 pm 1.97098e-06 | 7.7e-07 pm 6.77761e-07 | 
| tanbeta = 10, m0 = 2080 m12 = 820 | 2.63619e-06  pm 4.18513e-07 | 6.79141e-07 pm 3.19985e-07 | 0.00141653 pm 7.49131e-05 | 2.51197e-11 pm 1.60583e-11 | 7.5e-10 pm 9.43013e-10 | 1.86661e-08 pm 1.05831e-08 | 1.00686e-07 pm 1.19541e-07 | 8.926e-10 pm 1.6222e-09 | 9.62e-07 pm 1.36045e-06 | 5.44e-07 pm 4.89291e-07 | 
| tanbeta = 10, m0 = 2080 m12 = 840 | 2.06593e-06  pm 3.43017e-07 | 5.82573e-07 pm 2.77185e-07 | 0.00118389 pm 6.2818e-05 | 2.42982e-11 pm 1.55487e-11 | 5.35e-10 pm 6.72449e-10 | 1.39904e-08 pm 8.07636e-09 | 8.12e-08 pm 9.89623e-08 | 6.829e-10 pm 1.25765e-09 | 6.38e-07 pm 9.35359e-07 | 3.82e-07 pm 3.50651e-07 | 
| tanbeta = 10, m0 = 2080 m12 = 860 | 1.62053e-06  pm 2.84968e-07 | 4.9914e-07 pm 2.39371e-07 | 0.000992674 pm 5.28695e-05 | 2.3477e-11 pm 1.50279e-11 | 3.78e-10 pm 4.75296e-10 | 1.03e-08 pm 6.20152e-09 | 6.5356e-08 pm 8.14876e-08 | 5.09e-10 pm 9.58155e-10 | 4.21e-07 pm 6.39531e-07 | 2.66e-07 pm 2.49186e-07 | 
| tanbeta = 10, m0 = 2080 m12 = 880 | 1.27087e-06  pm 2.33515e-07 | 4.26928e-07 pm 2.06685e-07 | 0.00083217 pm 4.43856e-05 | 2.26671e-11 pm 1.45352e-11 | 2.63e-10 pm 3.29582e-10 | 7.53e-09 pm 4.69704e-09 | 5.2644e-08 pm 6.69232e-08 | 3.85e-10 pm 7.38e-10 | 2.76e-07 pm 4.35346e-07 | 1.84e-07 pm 1.76021e-07 | 
| tanbeta = 10, m0 = 2080 m12 = 900 | 9.97317e-07  pm 1.92839e-07 | 3.65254e-07 pm 1.78509e-07 | 0.000698966 pm 3.73336e-05 | 2.18804e-11 pm 1.40247e-11 | 1.82e-10 pm 2.27242e-10 | 5.43e-09 pm 3.53315e-09 | 4.2158e-08 pm 5.48598e-08 | 2.89e-10 pm 5.64604e-10 | 1.8e-07 pm 2.92957e-07 | 1.26e-07 pm 1.23151e-07 | 
| tanbeta = 10, m0 = 2080 m12 = 920 | 7.81998e-07  pm 1.59241e-07 | 3.11131e-07 pm 1.52503e-07 | 0.000588264 pm 3.2015e-05 | 2.11055e-11 pm 1.35415e-11 | 1.24e-10 pm 1.5376e-10 | 3.88e-09 pm 2.62979e-09 | 3.3691e-08 pm 4.48064e-08 | 2.15e-10 pm 4.28702e-10 | 1.17e-07 pm 1.97978e-07 | 8.6e-08 pm 8.55727e-08 | 
| tanbeta = 10, m0 = 2080 m12 = 940 | 6.13153e-07  pm 1.31168e-07 | 2.65253e-07 pm 1.31219e-07 | 0.000495243 pm 2.66976e-05 | 2.03313e-11 pm 1.30492e-11 | 8.31e-11 pm 1.02456e-10 | 2.74e-09 pm 1.93666e-09 | 2.6941e-08 pm 3.65207e-08 | 1.6e-10 pm 3.23613e-10 | 7.56e-08 pm 1.31471e-07 | 5.79e-08 pm 5.86774e-08 | 
| tanbeta = 10, m0 = 2080 m12 = 960 | 4.80364e-07  pm 1.07058e-07 | 2.25263e-07 pm 1.12227e-07 | 0.000416907 pm 2.20994e-05 | 1.95883e-11 pm 1.25805e-11 | 5.52e-11 pm 6.72843e-11 | 1.91e-09 pm 1.41662e-09 | 2.1403e-08 pm 2.97427e-08 | 1.17e-10 pm 2.41926e-10 | 4.84e-08 pm 8.6882e-08 | 3.86e-08 pm 3.98725e-08 | 
| tanbeta = 10, m0 = 2080 m12 = 980 | 3.78002e-07  pm 8.71097e-08 | 1.914e-07 pm 9.61256e-08 | 0.000351459 pm 1.85871e-05 | 1.88567e-11 pm 1.21097e-11 | 3.62e-11 pm 4.34332e-11 | 1.32e-09 pm 1.01956e-09 | 1.69749e-08 pm 2.41245e-08 | 8.52e-11 pm 1.79346e-10 | 3.07e-08 pm 5.70733e-08 | 2.55e-08 pm 2.68337e-08 | 
| tanbeta = 10, m0 = 2080 m12 = 1000 | 2.96381e-07  pm 7.04298e-08 | 1.62382e-07 pm 8.26166e-08 | 0.000297451 pm 1.55864e-05 | 1.81408e-11 pm 1.16591e-11 | 2.34e-11 pm 2.76493e-11 | 8.96e-10 pm 7.26928e-10 | 1.34538e-08 pm 1.95249e-08 | 6.14e-11 pm 1.31661e-10 | 1.93e-08 pm 3.69904e-08 | 1.66e-08 pm 1.78371e-08 | 
| tanbeta = 10, m0 = 2100 m12 = 140 | 0.0107405  pm 0.000888953 | 2.64549e-05 pm 9.85107e-06 | 27.4987 pm 2.2584 | 4.42053e-11 pm 2.84361e-11 | 3.18e-07 pm 3.6097e-07 | 2.66431e-06 pm 1.00876e-06 | 1.7607e-05 pm 1.11527e-05 | 2.1317e-07 pm 2.27826e-07 | 9.31318 pm 1.54212 | 0.011696 pm 0.00372787 | 
| tanbeta = 10, m0 = 2100 m12 = 160 | 0.00824078  pm 0.000702097 | 2.52016e-05 pm 9.41473e-06 | 10.7205 pm 0.775994 | 4.37694e-11 pm 2.81574e-11 | 3e-07 pm 3.3927e-07 | 2.61176e-06 pm 9.99444e-07 | 1.6595e-05 pm 1.05632e-05 | 2.009e-07 pm 2.16757e-07 | 4.28 pm 0.73716 | 0.00866808 pm 0.00285671 | 
| tanbeta = 10, m0 = 2100 m12 = 180 | 0.0063578  pm 0.000549783 | 2.3891e-05 pm 8.9774e-06 | 5.50773 pm 0.364798 | 4.33261e-11 pm 2.78742e-11 | 2.82e-07 pm 3.17008e-07 | 2.54857e-06 pm 9.71785e-07 | 1.5482e-05 pm 9.92385e-06 | 1.8861e-07 pm 2.06187e-07 | 2.1 pm 0.385134 | 0.00645191 pm 0.00219337 | 
| tanbeta = 10, m0 = 2100 m12 = 200 | 0.00490691  pm 0.000430543 | 2.2514e-05 pm 8.4454e-06 | 3.20751 pm 0.20279 | 4.2975e-11 pm 2.76726e-11 | 2.63e-07 pm 2.94557e-07 | 2.47015e-06 pm 9.47008e-07 | 1.4268e-05 pm 9.27694e-06 | 1.7631e-07 pm 1.93077e-07 | 1.08 pm 0.210628 | 0.00484907 pm 0.00169574 | 
| tanbeta = 10, m0 = 2100 m12 = 220 | 0.00380961  pm 0.000323991 | 2.11346e-05 pm 7.96809e-06 | 2.01631 pm 0.120629 | 4.2512e-11 pm 2.73821e-11 | 2.43e-07 pm 2.71997e-07 | 2.36781e-06 pm 9.12599e-07 | 1.3054e-05 pm 8.58859e-06 | 1.6197e-07 pm 1.798e-07 | 0.58 pm 0.119912 | 0.0036512 pm 0.00131495 | 
| tanbeta = 10, m0 = 2100 m12 = 240 | 0.00295616  pm 0.000253097 | 1.97307e-05 pm 7.46925e-06 | 1.32679 pm 0.0767893 | 4.20478e-11 pm 2.70918e-11 | 2.24e-07 pm 2.49701e-07 | 2.25548e-06 pm 8.71463e-07 | 1.1841e-05 pm 7.92336e-06 | 1.4765e-07 pm 1.66325e-07 | 0.322 pm 0.0705335 | 0.00275913 pm 0.0010272 | 
| tanbeta = 10, m0 = 2100 m12 = 260 | 0.00230371  pm 0.0001979 | 1.83341e-05 pm 6.97603e-06 | 0.911269 pm 0.051036 | 4.15913e-11 pm 2.68239e-11 | 2.04e-07 pm 2.27344e-07 | 2.13007e-06 pm 8.29862e-07 | 1.0728e-05 pm 7.24873e-06 | 1.3535e-07 pm 1.53422e-07 | 0.183 pm 0.0425312 | 0.00209235 pm 0.000803117 | 
| tanbeta = 10, m0 = 2100 m12 = 280 | 0.00179699  pm 0.000152632 | 1.69624e-05 pm 6.48678e-06 | 0.642655 pm 0.0350811 | 4.11125e-11 pm 2.65207e-11 | 1.85e-07 pm 2.05821e-07 | 1.99029e-06 pm 7.77473e-07 | 9.635e-06 pm 6.55978e-06 | 1.2204e-07 pm 1.39978e-07 | 0.107 pm 0.0263339 | 0.00158648 pm 0.000629458 | 
| tanbeta = 10, m0 = 2100 m12 = 300 | 0.00140312  pm 0.00011901 | 1.56206e-05 pm 6.00859e-06 | 0.460267 pm 0.0246301 | 4.00532e-11 pm 2.60233e-11 | 1.66e-07 pm 1.84925e-07 | 1.84747e-06 pm 7.31777e-07 | 8.542e-06 pm 5.95953e-06 | 1.0873e-07 pm 1.2669e-07 | 0.0642 pm 0.016673 | 0.00120657 pm 0.000494135 | 
| tanbeta = 10, m0 = 2100 m12 = 320 | 0.00109762  pm 9.35459e-05 | 1.4341e-05 pm 5.53889e-06 | 0.338727 pm 0.0181007 | 3.95648e-11 pm 2.57282e-11 | 1.48e-07 pm 1.6547e-07 | 1.69537e-06 pm 6.75573e-07 | 7.5505e-06 pm 5.34565e-06 | 9.684e-08 pm 1.14415e-07 | 0.039 pm 0.0106846 | 0.000918809 pm 0.000387431 | 
| tanbeta = 10, m0 = 2100 m12 = 340 | 0.000857842  pm 7.19042e-05 | 1.31062e-05 pm 5.09797e-06 | 0.251937 pm 0.0133055 | 3.8972e-11 pm 2.53272e-11 | 1.31e-07 pm 1.46644e-07 | 1.55378e-06 pm 6.21816e-07 | 6.6398e-06 pm 4.77683e-06 | 8.567e-08 pm 1.02787e-07 | 0.0240237 pm 0.00703469 | 0.000698433 pm 0.000302038 | 
| tanbeta = 10, m0 = 2100 m12 = 360 | 0.000672712  pm 5.55263e-05 | 1.19318e-05 pm 4.66648e-06 | 0.189739 pm 0.00984318 | 3.83996e-11 pm 2.49915e-11 | 1.15e-07 pm 1.29526e-07 | 1.4027e-06 pm 5.67084e-07 | 5.7998e-06 pm 4.24793e-06 | 7.521e-08 pm 9.14158e-08 | 0.0149628 pm 0.00474545 | 0.000531527 pm 0.000236252 | 
| tanbeta = 10, m0 = 2100 m12 = 380 | 0.000526334  pm 4.15694e-05 | 1.08235e-05 pm 4.2675e-06 | 0.144622 pm 0.00746267 | 3.77868e-11 pm 2.46322e-11 | 1.01e-07 pm 1.13225e-07 | 1.25411e-06 pm 5.13965e-07 | 5.0407e-06 pm 3.75745e-06 | 6.557e-08 pm 8.09241e-08 | 0.00941206 pm 0.00317287 | 0.000403914 pm 0.000184789 | 
| tanbeta = 10, m0 = 2100 m12 = 400 | 0.00041314  pm 3.2613e-05 | 9.78211e-06 pm 3.87767e-06 | 0.111377 pm 0.00568934 | 3.66065e-11 pm 2.40217e-11 | 8.71e-08 pm 9.84988e-08 | 1.11767e-06 pm 4.63134e-07 | 4.3625e-06 pm 3.31631e-06 | 5.686e-08 pm 7.13519e-08 | 0.00602798 pm 0.0021662 | 0.000309009 pm 0.000144777 | 
| tanbeta = 10, m0 = 2100 m12 = 420 | 0.000324278  pm 2.58001e-05 | 8.80687e-06 pm 3.5162e-06 | 0.0864499 pm 0.00439462 | 3.48385e-11 pm 2.257e-11 | 7.48e-08 pm 8.5057e-08 | 9.84771e-07 pm 4.12346e-07 | 3.7552e-06 pm 2.91193e-06 | 4.906e-08 pm 6.25091e-08 | 0.00386096 pm 0.00147231 | 0.000234212 pm 0.000113029 | 
| tanbeta = 10, m0 = 2100 m12 = 440 | 0.000255422  pm 2.0285e-05 | 7.91676e-06 pm 3.18976e-06 | 0.0677203 pm 0.00344694 | 3.4241e-11 pm 2.21946e-11 | 6.37e-08 pm 7.26988e-08 | 8.5997e-07 pm 3.63881e-07 | 3.2186e-06 pm 2.54948e-06 | 4.208e-08 pm 5.44259e-08 | 0.00250687 pm 0.00101621 | 0.00017841 pm 8.83895e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 460 | 0.000201056  pm 1.61011e-05 | 7.07361e-06 pm 2.87363e-06 | 0.0531989 pm 0.00270011 | 3.35875e-11 pm 2.17862e-11 | 5.38e-08 pm 6.17083e-08 | 7.44685e-07 pm 3.17899e-07 | 2.7528e-06 pm 2.22091e-06 | 3.5822e-08 pm 4.72006e-08 | 0.00163965 pm 0.000703574 | 0.000134924 pm 6.86016e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 480 | 0.000158327  pm 1.25522e-05 | 6.3119e-06 pm 2.59118e-06 | 0.0421635 pm 0.00214239 | 3.29065e-11 pm 2.13604e-11 | 4.51e-08 pm 5.19755e-08 | 6.40951e-07 pm 2.77091e-07 | 2.3377e-06 pm 1.92563e-06 | 3.0381e-08 pm 4.06495e-08 | 0.00107749 pm 0.000493067 | 0.000102309 pm 5.37117e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 500 | 0.00012419  pm 1.02102e-05 | 5.61792e-06 pm 2.31341e-06 | 0.0335823 pm 0.00170132 | 3.11377e-11 pm 1.99038e-11 | 3.75e-08 pm 4.34956e-08 | 5.47105e-07 pm 2.39361e-07 | 1.9833e-06 pm 1.67161e-06 | 2.5557e-08 pm 3.4903e-08 | 0.00070757 pm 0.000341009 | 7.70744e-05 pm 4.14226e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 520 | 9.75394e-05  pm 8.40774e-06 | 4.97694e-06 pm 2.06909e-06 | 0.0268921 pm 0.00135937 | 3.04609e-11 pm 1.9503e-11 | 3.1e-08 pm 3.62322e-08 | 4.63439e-07 pm 2.0544e-07 | 1.6795e-06 pm 1.44446e-06 | 2.145e-08 pm 2.97594e-08 | 0.000471911 pm 0.000239531 | 5.82479e-05 pm 3.20925e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 540 | 7.6481e-05  pm 6.74875e-06 | 4.41149e-06 pm 1.85076e-06 | 0.0216065 pm 0.00108941 | 2.98244e-11 pm 1.91076e-11 | 2.54e-08 pm 2.98446e-08 | 3.89333e-07 pm 1.74891e-07 | 1.3162e-06 pm 1.15832e-06 | 1.7856e-08 pm 2.52152e-08 | 0.000312928 pm 0.000166987 | 4.36826e-05 pm 2.46742e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 560 | 6.00046e-05  pm 5.45003e-06 | 3.8894e-06 pm 1.64543e-06 | 0.0174789 pm 0.000885891 | 2.91153e-11 pm 1.8678e-11 | 2.06e-08 pm 2.43949e-08 | 3.25039e-07 pm 1.48137e-07 | 1.1634e-06 pm 1.03888e-06 | 1.4776e-08 pm 2.12716e-08 | 0.00020935 pm 0.00011705 | 3.28903e-05 pm 1.90213e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 580 | 4.71363e-05  pm 4.46375e-06 | 3.42342e-06 pm 1.46442e-06 | 0.0141609 pm 0.000717179 | 2.84384e-11 pm 1.82448e-11 | 1.66e-08 pm 1.97738e-08 | 2.69031e-07 pm 1.2451e-07 | 9.89e-07 pm 9.07108e-07 | 1.2207e-08 pm 1.7889e-08 | 0.00014077 pm 8.24149e-05 | 2.46177e-05 pm 1.45427e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 600 | 3.69994e-05  pm 3.57916e-06 | 3.00586e-06 pm 1.29227e-06 | 0.0115513 pm 0.000588153 | 2.77849e-11 pm 1.78559e-11 | 1.32e-08 pm 1.57639e-08 | 2.21673e-07 pm 1.04208e-07 | 8.2801e-07 pm 7.76879e-07 | 1e-08 pm 1.48855e-08 | 9.52747e-05 pm 5.80725e-05 | 1.84275e-05 pm 1.11427e-05 | 
| tanbeta = 10, m0 = 2100 m12 = 620 | 2.90742e-05  pm 2.95137e-06 | 2.63354e-06 pm 1.14163e-06 | 0.00943342 pm 0.000482063 | 2.70682e-11 pm 1.73956e-11 | 1.05e-08 pm 1.26531e-08 | 1.80646e-07 pm 8.61909e-08 | 6.9133e-07 pm 6.64188e-07 | 8.151e-09 pm 1.23822e-08 | 5.28e-05 pm 4.92259e-05 | 1.27e-05 pm 9.25991e-06 | 
| tanbeta = 10, m0 = 2100 m12 = 640 | 2.2827e-05  pm 2.40141e-06 | 2.2989e-06 pm 1.01029e-06 | 0.0077268 pm 0.000396877 | 2.63336e-11 pm 1.69318e-11 | 8.23e-09 pm 9.98011e-09 | 1.46326e-07 pm 7.11109e-08 | 5.7594e-07 pm 5.65814e-07 | 6.621e-09 pm 1.0228e-08 | 3.54e-05 pm 3.46011e-05 | 9.37e-06 pm 7.01362e-06 | 
| tanbeta = 10, m0 = 2100 m12 = 660 | 1.7918e-05  pm 1.94096e-06 | 2.00427e-06 pm 8.87242e-07 | 0.00633988 pm 0.000324588 | 2.56359e-11 pm 1.64994e-11 | 6.41e-09 pm 7.83159e-09 | 1.17641e-07 pm 5.81266e-08 | 4.7678e-07 pm 4.79642e-07 | 5.338e-09 pm 8.42563e-09 | 2.38e-05 pm 2.42407e-05 | 6.9e-06 pm 5.26495e-06 | 
| tanbeta = 10, m0 = 2100 m12 = 680 | 1.40699e-05  pm 1.5793e-06 | 1.74436e-06 pm 7.78217e-07 | 0.00521488 pm 0.000267667 | 2.49375e-11 pm 1.60747e-11 | 4.94e-09 pm 6.07436e-09 | 9.38292e-08 pm 4.71693e-08 | 3.9383e-07 pm 4.04863e-07 | 4.291e-09 pm 6.87841e-09 | 1.6e-05 pm 1.70237e-05 | 5.06e-06 pm 3.94321e-06 | 
| tanbeta = 10, m0 = 2100 m12 = 700 | 1.10535e-05  pm 1.30141e-06 | 1.51814e-06 pm 6.84173e-07 | 0.00430158 pm 0.00022091 | 2.42494e-11 pm 1.56342e-11 | 3.77e-09 pm 4.66536e-09 | 7.41624e-08 pm 3.79039e-08 | 3.2205e-07 pm 3.39094e-07 | 3.4189e-09 pm 5.59143e-09 | 1.07e-05 pm 1.19577e-05 | 3.7e-06 pm 2.94643e-06 | 
| tanbeta = 10, m0 = 2100 m12 = 720 | 8.67772e-06  pm 1.06845e-06 | 1.31819e-06 pm 5.98296e-07 | 0.0035618 pm 0.000184419 | 2.35408e-11 pm 1.51834e-11 | 2.86e-09 pm 3.54869e-09 | 5.82672e-08 pm 3.0376e-08 | 2.6342e-07 pm 2.83049e-07 | 2.7112e-09 pm 4.52057e-09 | 7.21e-06 pm 8.35779e-06 | 2.69e-06 pm 2.19166e-06 | 
| tanbeta = 10, m0 = 2100 m12 = 740 | 6.82033e-06  pm 8.77718e-07 | 1.14278e-06 pm 5.22689e-07 | 0.00295883 pm 0.000153669 | 2.28447e-11 pm 1.47491e-11 | 2.14e-09 pm 2.67495e-09 | 4.541e-08 pm 2.40885e-08 | 2.149e-07 pm 2.35796e-07 | 2.137e-09 pm 3.63204e-09 | 4.83e-06 pm 5.84535e-06 | 1.94e-06 pm 1.61854e-06 | 
| tanbeta = 10, m0 = 2100 m12 = 760 | 5.35366e-06  pm 7.29275e-07 | 9.88139e-07 pm 4.55473e-07 | 0.00245671 pm 0.000129329 | 2.21573e-11 pm 1.43189e-11 | 1.59e-09 pm 1.99333e-09 | 3.50802e-08 pm 1.8973e-08 | 1.7449e-07 pm 1.9648e-07 | 1.6758e-09 pm 2.90536e-09 | 3.23e-06 pm 4.06136e-06 | 1.4e-06 pm 1.18572e-06 | 
| tanbeta = 10, m0 = 2100 m12 = 780 | 4.20016e-06  pm 5.98831e-07 | 8.52456e-07 pm 3.97131e-07 | 0.00204105 pm 0.000107156 | 2.14713e-11 pm 1.38814e-11 | 1.16e-09 pm 1.44845e-09 | 2.68586e-08 pm 1.48015e-08 | 1.4216e-07 pm 1.63322e-07 | 1.307e-09 pm 2.30759e-09 | 2.16e-06 pm 2.82647e-06 | 9.98e-07 pm 8.65826e-07 | 
| tanbeta = 10, m0 = 2100 m12 = 800 | 3.29495e-06  pm 4.92209e-07 | 7.34336e-07 pm 3.4449e-07 | 0.00170292 pm 8.99048e-05 | 2.07912e-11 pm 1.3453e-11 | 8.46e-10 pm 1.06471e-09 | 2.03459e-08 pm 1.14224e-08 | 1.14896e-07 pm 1.35287e-07 | 1.0132e-09 pm 1.82167e-09 | 1.44e-06 pm 1.95899e-06 | 7.09e-07 pm 6.29434e-07 | 
| tanbeta = 10, m0 = 2100 m12 = 820 | 2.58181e-06  pm 4.07268e-07 | 6.31638e-07 pm 2.98917e-07 | 0.00142181 pm 7.5292e-05 | 2.012e-11 pm 1.30222e-11 | 6.09e-10 pm 7.68045e-10 | 1.53921e-08 pm 8.82112e-09 | 9.349e-08 pm 1.12069e-07 | 7.812e-10 pm 1.42506e-09 | 9.56e-07 pm 1.34816e-06 | 5.01e-07 pm 4.52885e-07 | 
| tanbeta = 10, m0 = 2100 m12 = 840 | 2.02767e-06  pm 3.38802e-07 | 5.42681e-07 pm 2.59262e-07 | 0.001189 pm 6.32802e-05 | 1.94521e-11 pm 1.26029e-11 | 4.33e-10 pm 5.45949e-10 | 1.14e-08 pm 6.7656e-09 | 7.5426e-08 pm 9.26921e-08 | 5.86e-10 pm 1.08778e-09 | 6.33e-07 pm 9.2726e-07 | 3.51e-07 pm 3.23232e-07 | 
| tanbeta = 10, m0 = 2100 m12 = 860 | 1.58979e-06  pm 2.79917e-07 | 4.64627e-07 pm 2.23616e-07 | 0.000996567 pm 5.31505e-05 | 1.88095e-11 pm 1.21994e-11 | 3.05e-10 pm 3.83294e-10 | 8.39e-09 pm 5.173e-09 | 6.0799e-08 pm 7.62944e-08 | 4.46e-10 pm 8.44751e-10 | 4.18e-07 pm 6.34689e-07 | 2.45e-07 pm 2.29872e-07 | 
| tanbeta = 10, m0 = 2100 m12 = 880 | 1.24788e-06  pm 2.30746e-07 | 3.97827e-07 pm 1.92995e-07 | 0.000834901 pm 4.4984e-05 | 1.81634e-11 pm 1.17829e-11 | 2.12e-10 pm 2.66034e-10 | 6.11e-09 pm 3.91384e-09 | 4.8801e-08 pm 6.25577e-08 | 3.37e-10 pm 6.50794e-10 | 2.74e-07 pm 4.31697e-07 | 1.69e-07 pm 1.61839e-07 | 
| tanbeta = 10, m0 = 2100 m12 = 900 | 9.79024e-07  pm 1.90226e-07 | 3.40515e-07 pm 1.67072e-07 | 0.000702607 pm 3.79631e-05 | 1.75231e-11 pm 1.13702e-11 | 1.46e-10 pm 1.81325e-10 | 4.4e-09 pm 2.93542e-09 | 3.9125e-08 pm 5.12994e-08 | 2.53e-10 pm 4.97461e-10 | 1.79e-07 pm 2.91847e-07 | 1.16e-07 pm 1.13393e-07 | 
